question_id,card_key,link_type,display_mode,auto_show_as_primary,needs_human_review,precision,score,current_law_status,current_law_can_auto_score,current_law_answer,matched_terms,matched_terms_in_statement,assunto,reason,warning
1554671,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,228,not_applicable_or_not_outdated,,,chassi; vin; identificacao veicular; numero de identificacao,identificacao veicular; numero de identificacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1554672,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,240,not_applicable_or_not_outdated,,,chassi; vin; identificacao veicular; gravacao; numero de identificacao,identificacao veicular; numero de identificacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1576685,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,240,not_applicable_or_not_outdated,,,chassi; vin; identificacao veicular; gravacao; numero de identificacao,gravacao; numero de identificacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1576687,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,240,not_applicable_or_not_outdated,,,chassi; vin; identificacao veicular; gravacao; numero de identificacao,gravacao; numero de identificacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1576691,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,230,not_applicable_or_not_outdated,,,chassi; vin; identificacao veicular; gravacao; numero de identificacao,gravacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1577722,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,194,not_applicable_or_not_outdated,,,vin; numero de identificacao,numero de identificacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1577723,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,240,not_applicable_or_not_outdated,,,chassi; vin; identificacao veicular; gravacao; numero de identificacao,gravacao; numero de identificacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1577724,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,240,not_applicable_or_not_outdated,,,chassi; vin; identificacao veicular; gravacao; numero de identificacao,gravacao; numero de identificacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1577725,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,230,not_applicable_or_not_outdated,,,chassi; vin; identificacao veicular; gravacao; numero de identificacao,gravacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1577726,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,218,not_applicable_or_not_outdated,,,chassi; identificacao veicular; gravacao; numero de identificacao,numero de identificacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1691910,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,194,not_applicable_or_not_outdated,,,chassi; vin,vin,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1961491,contran_24_968_identificacao_chassi_vin,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,248,not_applicable_or_not_outdated,,,chassi; identificacao veicular; gravacao; numero de identificacao,chassi; identificacao veicular; gravacao; numero de identificacao,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
28255,subject_overview::resolucao-contran-n-26-1998-transporte-de-carga-em-veiculo-de-transporte-de-passageiros,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Resolução CONTRAN nº 26/1998 - Transporte de carga em veículo de transporte de passageiros,,Resolução CONTRAN nº 26/1998 - Transporte de carga em veículo de transporte de passageiros,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
548684,ctb_veiculos_classificacao_especie_categoria,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,174,not_applicable_or_not_outdated,,,passageiros; carga,passageiros; carga,Resolução CONTRAN nº 26/1998 - Transporte de carga em veículo de transporte de passageiros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
551201,subject_overview::resolucao-contran-n-26-1998-transporte-de-carga-em-veiculo-de-transporte-de-passageiros,subject_overview_fallback,general_orientation_only,False,False,fallback_by_assunto,50,not_applicable_or_not_outdated,,,Resolução CONTRAN nº 26/1998 - Transporte de carga em veículo de transporte de passageiros,,Resolução CONTRAN nº 26/1998 - Transporte de carga em veículo de transporte de passageiros,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão.",
300169,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,238,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames; condutor condenado,exames; condutor condenado,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
916970,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,240,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames; reciclagem; condutor condenado,reciclagem,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1277056,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,238,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames; condutor condenado,exames; condutor condenado,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1609823,contran_300_exames_crime_transito,specific_high_precision,suggested_card_needs_review,False,True,comment_or_subject_evidence_only,206,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.,
2000533,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,228,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames; condutor condenado,condutor condenado,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2011764,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,216,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2011765,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,216,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2011882,contran_300_exames_crime_transito,specific_high_precision,suggested_card_needs_review,False,True,comment_or_subject_evidence_only,206,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.,
2178174,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,248,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames; condutor condenado,crime de transito; exames; condutor condenado,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178179,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178196,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178202,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178247,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178253,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178254,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178255,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178259,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178260,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178261,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames,crime de transito; exames,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2178262,contran_300_exames_crime_transito,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,248,not_applicable_or_not_outdated,,,pos condenacao; crime de transito; exames; reciclagem,crime de transito; exames; reciclagem,Resolução CONTRAN nº 300/2008 - Proc. Adm. de Exames Pós-Condenação por Crime de Trânsito e Outros,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
2143096,ctb_snt_competencias_municipio_estado_uniao,specific_medium_precision,suggested_card_needs_review,False,True,comment_or_subject_evidence_only,142,not_applicable_or_not_outdated,,,contran,,Resolução CONTRAN nº 351/2010 - Procedimentos para Veiculação de Mensagens Educativas de Trânsito,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.,
27873,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,236,not_applicable_or_not_outdated,,,triangulo; veiculo imobilizado; sinalizacao de advertencia,triangulo; veiculo imobilizado; sinalizacao de advertencia,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
28256,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,214,not_applicable_or_not_outdated,,,triangulo; sinalizacao de advertencia,triangulo; sinalizacao de advertencia,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
209024,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,triangulo; sinalizacao de advertencia; pista,triangulo; pista,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
435031,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,204,not_applicable_or_not_outdated,,,triangulo; sinalizacao de advertencia,triangulo,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
545330,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,204,not_applicable_or_not_outdated,,,triangulo; sinalizacao de advertencia,triangulo,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
934708,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,204,not_applicable_or_not_outdated,,,triangulo; sinalizacao de advertencia,triangulo,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1052424,contran_36_triangulo_imobilizado,specific_high_precision,suggested_card_needs_review,False,True,comment_or_subject_evidence_only,194,not_applicable_or_not_outdated,,,triangulo; sinalizacao de advertencia,,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.,
1071621,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,204,not_applicable_or_not_outdated,,,triangulo; sinalizacao de advertencia,sinalizacao de advertencia,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1255308,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,216,not_applicable_or_not_outdated,,,triangulo; veiculo imobilizado; sinalizacao de advertencia,triangulo,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1314253,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,triangulo; sinalizacao de advertencia; pista,triangulo; pista,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1503687,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,214,not_applicable_or_not_outdated,,,triangulo; sinalizacao de advertencia,triangulo; sinalizacao de advertencia,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1503688,contran_36_triangulo_imobilizado,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,236,not_applicable_or_not_outdated,,,triangulo; veiculo imobilizado; sinalizacao de advertencia,triangulo; veiculo imobilizado; sinalizacao de advertencia,Resolução CONTRAN nº 36/1998 - Sinalização de Advertência para os veículos Estiverem Imobilizados,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
28257,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,192,not_applicable_or_not_outdated,,,alcool,alcool,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
28258,contran_432_alcoolemia,specific_high_precision,suggested_card_needs_review,False,True,comment_or_subject_evidence_only,206,not_applicable_or_not_outdated,,,alcool; etilometro; sinais de alteracao,,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.,
205370,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,260,not_applicable_or_not_outdated,,,alcool; etilometro; bafometro; recusa; sinais de alteracao,alcool; bafometro; sinais de alteracao,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
424415,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,226,not_applicable_or_not_outdated,,,alcool; etilometro; sinais de alteracao,alcool; etilometro,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
434218,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,248,not_applicable_or_not_outdated,,,alcool; etilometro; bafometro; teste de alcoolemia,alcool; etilometro; teste de alcoolemia,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
549773,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,250,not_applicable_or_not_outdated,,,alcool; etilometro; bafometro; recusa; sinais de alteracao,alcool; bafometro,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
849149,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,214,not_applicable_or_not_outdated,,,alcool; etilometro,alcool; etilometro,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
886443,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,214,not_applicable_or_not_outdated,,,alcool; etilometro,alcool; etilometro,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1046070,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,204,not_applicable_or_not_outdated,,,alcool; bafometro,alcool,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1403534,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,238,not_applicable_or_not_outdated,,,alcool; etilometro; recusa; sinais de alteracao,etilometro; sinais de alteracao,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508724,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,192,not_applicable_or_not_outdated,,,alcool,alcool,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508725,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,216,not_applicable_or_not_outdated,,,alcool; etilometro; sinais de alteracao,alcool,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508730,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,216,not_applicable_or_not_outdated,,,alcool; etilometro; sinais de alteracao,alcool,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508732,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,204,not_applicable_or_not_outdated,,,alcool; etilometro,alcool,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508734,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,236,not_applicable_or_not_outdated,,,alcool; etilometro; sinais de alteracao,alcool; etilometro; sinais de alteracao,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508738,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,214,not_applicable_or_not_outdated,,,alcool; etilometro,alcool; etilometro,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508740,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,214,not_applicable_or_not_outdated,,,alcool; etilometro,alcool; etilometro,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508742,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,214,not_applicable_or_not_outdated,,,alcool; sinais de alteracao,alcool; sinais de alteracao,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508743,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,204,not_applicable_or_not_outdated,,,alcool; sinais de alteracao,alcool,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508757,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,238,not_applicable_or_not_outdated,,,alcool; etilometro; recusa; sinais de alteracao,alcool; etilometro,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508760,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,216,not_applicable_or_not_outdated,,,alcool; etilometro; sinais de alteracao,alcool,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
1508763,contran_432_alcoolemia,specific_high_precision,rule_that_solves_or_clarifies_question,True,False,strict,216,not_applicable_or_not_outdated,,,alcool; etilometro; sinais de alteracao,alcool,Resolução CONTRAN nº 432/2013 - Consumo de Álcool ou de Outra Substância Psicoativa,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.,
